respondent_id,scenario_id,primary_root_cause,secondary_root_cause,confidence_text,decision,primary_corrective_action,secondary_corrective_action,expected_effectiveness_text,urgency_text,confidence_1to5,expected_effectiveness,urgency_1to5,ScenarioID,coolant_flag,speed_drill_rpm,speed_ream_rpm,feed_mm_rev,tool_used_hr,tool_life_hr,pilot_hole_diam_mm,runout_mm,tool_overhang_mm,tool_wear_fraction
68,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
69,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
70,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
71,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
72,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
73,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
74,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
75,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,4- High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,4: High urgency,4.0,4.0,4.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
76,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
77,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
78,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
79,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C7: Reduce tool overhang,C6: Correct runout/ alignment/ work holding,4: More than 90%,4: High urgency,5.0,4.0,4.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
80,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
81,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
82,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
83,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
84,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
85,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
86,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
87,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
88,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
89,5,A7: Runout/ alignment/ work holding issue.,A4: Inappropriate feed rate.,4- High,D3: Hold/further investigation,C1: Replace or regrind reamer,C4: Use coolant,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
90,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
91,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
92,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
93,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
94,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
95,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
96,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
97,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
98,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
99,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
100,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
101,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
102,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
103,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
104,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
105,5,A7: Runout/ alignment/ work holding issue.,A7: Runout/ alignment/ work holding issue.,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
106,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
107,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
108,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,4: High urgency,5.0,4.0,4.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
109,5,A1: Tool wear/ tool condition.,A4: Inappropriate feed rate.,4- High,D1: Rework,C1: Replace or regrind reamer,C3: Adjust feed rate,4: More than 90%,4: High urgency,4.0,4.0,4.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
110,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
111,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
112,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
113,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
114,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
115,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
116,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
117,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
118,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
119,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
120,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
121,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
122,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
123,5,A6: Improper pilot hole (diameter/condition).,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
124,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
125,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
126,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
127,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
128,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
129,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
130,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
131,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
132,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
133,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C5: Modify pilot hole size or drilling process,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
134,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
135,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
136,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
137,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
138,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
139,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
140,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
141,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
142,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
143,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
144,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
145,5,A6: Improper pilot hole (diameter/condition).,A7: Runout/ alignment/ work holding issue.,4- High,D3: Hold/further investigation,C5: Modify pilot hole size or drilling process,C5: Modify pilot hole size or drilling process,2: 50-70%,3: Medium urgency,4.0,2.0,3.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
146,5,A7: Runout/ alignment/ work holding issue.,A3: Inappropriate spindle speed.,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C2: Adjust feed speed,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
147,5,A4: Inappropriate feed rate.,A4: Inappropriate feed rate.,3- Medium,D3: Hold/further investigation,C5: Modify pilot hole size or drilling process,C5: Modify pilot hole size or drilling process,2: 50-70%,2: Low urgency,3.0,2.0,2.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
148,5,A4: Inappropriate feed rate.,A8: Excessive tool overhang.,4- High,D3: Hold/further investigation,C4: Use coolant,C6: Correct runout/ alignment/ work holding,3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
149,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
150,5,A4: Inappropriate feed rate.,A4: Inappropriate feed rate.,4- High,D3: Hold/further investigation,C3: Adjust feed rate,C4: Use coolant,3: 70-90%,2: Low urgency,4.0,3.0,2.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
151,5,A5: Coolant not used.,A7: Runout/ alignment/ work holding issue.,4- High,D4: Accept as-is,C6: Correct runout/ alignment/ work holding,"C8: Improve chip evacuation method (e.g., intermittent withdrawal/ pecking)",4: More than 90%,3: Medium urgency,4.0,4.0,3.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
152,5,A5: Coolant not used.,A5: Coolant not used.,4- High,D2: Scarp,C3: Adjust feed rate,C5: Modify pilot hole size or drilling process,2: 50-70%,2: Low urgency,4.0,2.0,2.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
153,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,5- Very High,D3: Hold/further investigation,C6: Correct runout/ alignment/ work holding,C5: Modify pilot hole size or drilling process,4: More than 90%,5: Very high urgency,5.0,4.0,5.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
154,5,A7: Runout/ alignment/ work holding issue.,A6: Improper pilot hole (diameter/condition).,4- High,D4: Accept as-is,C7: Reduce tool overhang,"C8: Improve chip evacuation method (e.g., intermittent withdrawal/ pecking)",3: 70-90%,3: Medium urgency,4.0,3.0,3.0,S05,1,800,500,0.15,500,1000,9.9,0.06,20,0.5
